CEFR,Text
B2,"Sie sind bunt und lustig, die Teletubbys, die am Bildschirm auch deutsche Kinder beglücken. Doch gute Sprachlehrer für Babys sind sie nicht – so das Ergebnis einer US-amerikanischen Studie. „Manche Eltern mögen davon träumen, dass ihre Kinder die ersten Worte beim Fernsehen lernen“, sagt eine Linguistin, „aber das funktioniert nicht.“ Die Kommunikationsexpertin hat 48 Kleinkinder im Alter von 5 bis 24 Monaten getestet. Zuerst bekamen sie Gegenstände zu Gesicht, für die sie noch keine Worte hatten – etwa einen Schraubenzieher. Für das gezeigte Objekt erfanden die Forscher dann ein Fantasiewort wie „Deet“. „Damit wollten wir sicherstellen, dass die Kinder den Begriff wirklich noch nie gehört hatten“, erklärt die Expertin. Dann wurde es fünfmal wiederholt – entweder in einem Teletubby- ähnlichen Video oder direkt von einer anwesenden Person. Nach kurzer Pause legten die Forscher ihren Probanden einige Gegenstände vor und forderten sie auf: „Zeig mir Deet.“ "
B2,"Pharmakologen am Universitätsklinikum Tübingen haben kürzlich bei einer Auswertung von 1,6 Millionen Rezeptverordnungen für Kinder und Jugendliche festgestellt, dass in gut 13 Prozent der Fälle das jeweils verschriebene Medikament gar nicht eigens für Kinder zugelassen war oder in einer für sie nicht getesteten Dosierung verwendet wurde. In Kinderkliniken sind etwa 50 Prozent, auf Intensivstationen für Neugeborene sogar bis zu 90 Prozent der verabreichten Medikamente nicht speziell für Kinder konzipiert. Noch bedenklicher: Je kleiner und je kränker ein Kind ist, desto mehr dieser „Off-Label“- Verordnungen hat es zu erwarten. Besonders bei den in Kliniken behandelten, ernsthafteren Krankheiten aber können die Ärzte oft gar nicht anders, als für Kinder nicht getestete Medikamente zu verabreichen. Da Kinder vergleichsweise selten schwer erkranken, sind die aufwendigen Testverfahren zur Herstellung altersspezifischer Medikamente für die Hersteller häufig wirtschaftlich uninteressant. Glücklicherweise ändert sich dieser Zustand durch eine EU-Verordnung, die seit Januar 2007 gilt:"
B2,"Viele sprechen noch von „alternativer“ Heilkunde. Doch inzwischen ist für die etwa 400 Heilverfahren jenseits der Schulmedizin der Ausdruck „Komplementärmedizin“ üblich geworden. Denn die Akupunkteure, Aromatherapeuten, anthroposophischen Mediziner, Pflanzenheilkundler, Homöopathen und viele andere begreifen ihre besonderen Methoden meist als Ergän zung der herkömmlichen Medizin und nicht als deren Ersatz. In dieser Funktion ist die Komplementärmedizin heute weithin akzeptiert. Auch in der Kinderheilkunde sind die Verfahren beliebt. Ob sie wirksam sind, lässt sich mithilfe klinischer Studien überprüfen. Die aber sind aufwendig und teuer, weshalb es oft an wissenschaftlichen Wirksamkeitsnachweisen mangelt. Sicher nachgewiesen ist vor allem die Wirksamkeit von Pflanzenpräparaten. Mehr Forschung auf dem Gebiet der Komplementärmedizin könnte verhindern, dass mancher vielleicht nützliche Behandlungsansatz den Schulmedizinern völlig aus dem Blick gerät. Und einige Ärzte sollten vielleicht darüber nachdenken, was ein Kenner jener Szene vor einiger Zeit auf einem Kongress des Berufsverbandes der Kinder- und Jugendärzte gesagt hat."
B2,"Die eine liebt Flora und Fauna, die andere hat ein Händchen für Kommunikation und Marketing: Zusammen betreiben die Schwestern Henrike Rodemeier und Gesine Wischmann Deutschlands einzige Ginseng-Farm im niedersächsischen Bockhorn. Als studierte Agraringenieurin ist die 38-jährige Rodemeier für den Anbau zuständig. Die vier Jahre ältere Schwester vertreibt über ihre Firma Florafarm die aus den Wurzeln gewonnenen Arzneimittel. Zudem entwickelte die gelernte Pharmareferentin eine eigene Ginseng-Kosmetiklinie. Den Anfang hatte ihr Vater Heinrich Wischmann bereits vor 24 Jahren gemacht: Er gab die unrentable traditionelle Landwirtschaft auf und konzentrierte sich auf den Anbau von Ginsengwurzeln, die unter anderem das Immunsystem stärken und den Blutdruck regulieren. Trotz Ruhestand ist auch er noch auf der Farm aktiv. Doch die Zukunft gehört den Töchtern – die planen bereits eine Dependance."
B2,"Kinder essen zu viel Fast Food, aber zu wenig Obst und Gemüse, so eine Expertin vom Deutschen Institut für Ernährungsmedizin und Diätetik (D.I.E.T.) in Bad Aachen. Nach Angabe der Deutschen Gesellschaft für Ernährung sind 10 bis 20 Prozent aller Schulkinder und Jugendlichen übergewichtig, Tendenz steigend. Übergewicht kann schon im frühen Alter zu Folgeerkrankungen wie Hypertonie, Fettstoffwechselstörungen, Diabetes oder Gallensteinleiden führen. Zu den Ursachen gehören eine oftmals zu hohe tägliche Energie- und Fettzufuhr und mangelnde Bewegung. Gerade bei einer genetischen Vorbelastung führt das zu einer Zunahme der Fettmasse des Körpers. Das D.I.E.T. rät daher allen Eltern, ihren Kindern von klein auf eine gesunde Kost zu bieten. Durch einen regelmäßigen Mahlzeitenrhythmus im Tagesablauf kann außerdem unkontrolliertes ‚Zwischendurchessen‘ vermieden werden. Ein kompletter Verzicht auf Süßes ist aus psychologischen Gründen nicht empfehlenswert, ein vernünftiger Umgang mit Süßigkeiten muss erlernt werden. Durch vermehrte körperliche Aktivität wird der Energieverbrauch erhöht."
B2,"Das Wort Abenteurer, wie es in Bezug auf mich so pauschal verwendet wird, habe ich immer ganz anders verstanden. Abenteuer ist für mich etwas, das im Kopf stattfindet. Die Freiheit, das Unmögliche zu denken, Dinge zu wagen, von denen andere erst einmal sagen: Das geht nicht. Die Freiheit aufzubrechen hat mich schon in meiner Jugend durchdrungen. Und einzutauchen in Naturlandschaften bringt einen auch wirklich vorwärts. Träume, aus denen Visionen entstehen, braucht aber nicht nur das Individuum für sich, sondern auch die Gesellschaft als Ganzes. Denn Visionen sind es, die Aktivitäten generieren. Wenn man sich in der Welt umblickt, entdeckt man mannigfaltige Probleme. Wir brauchen daher mehr Visionäre auf allen Gebieten, ganz besonders aber im Umweltschutz und beim Thema Klimawandel. Die Polarregionen haben mich schon immer fasziniert. Es sind die Regionen, in denen man dem Weltraum am nächsten ist: Ohne Hilfsmit tel sind sie eigentlich nicht bewohnbar."
B2,"Kennerschaft, Kompetenz und Vertrauen bilden die Unternehmensphilosophie des Auktionshauses von Marianne Pater. Bei ihren Auktionen werden Kunstgegenstände und Sammlerstücke wie Gemälde, Bilderrahmen, Silber und Schmuck, aber auch Gegenstände des täglichen Lebens wie Möbel, Lampen und Teppiche sowie verschiedene Kuriositäten angeboten. Hier können Sie, wenn Sie Glück haben, schöne Stücke wirklich günstig bekommen! Ein besonderer Schwerpunkt des Auktionshauses liegt auf dem Gebiet von hochwertigem Markenporzellan. Marianne Pater appelliert an die Kunden, ihre Objekte kostenfrei zur Begutachtung und Beratung vorzulegen. Eine Auktion gilt als gute Möglichkeit, Kunstgegenstände zu veräußern und auch zu erwerben, wobei der Markt den Preis bestimmt."
B2,"Schon die Namen der 13 Nordseeinseln machen Lust auf Wind, Wellen, Sommer und Strand: Borkum, Juist, Norderney, Baltrum, Langeoog, Spiekeroog, Wange rooge, Helgoland, Pellworm, Hallig Hooge, Amrum, Föhr und Sylt. Jede der Inseln ist ein kleines Paradies für sich. Das Urlaubsvergnügen beginnt bereits mit der Bahnfahrt und setzt sich fort beim Umsteigen auf eines der weißen Fährschiffe. Sie können Ihre Reise übrigens in einem Stück buchen, denn Ihre DB-Fahrkarte wird für die ganze Strecke einschließlich Bus, Fähre und Inselbahn ausgestellt. Ihr Vorteil: Kinder unter 15 Jahren, die auf der Fahrkarte eines Eltern-/ Großelternteils eingetragen sind, fahren bei der Bahn kostenlos mit. Sie brauchen also nur noch das Schiffsticket. Unter www.bahn.de/nordseeinseln finden Sie viele Infos zu Sehenswürdigkeiten, Veranstaltungen, zur Anreise und Übernachtung. Inselprospekte unter Info-Hotline 0180 5 202096."
B2,"Die weiblichen Stars des 19. Jahrhunderts – die Bahn bietet ein Kultur- Ticket- Spezial an: Sie sind die Weggefährtinnen von Monet, Manet und Renoir. Und sie beweisen, dass Ende des 19. Jahrhunderts mehr Frauen künstlerisch aktiv waren als bislang bekannt. Die Schirn Kunsthalle Frankfurt präsentiert noch bis zum 1. Juni exklusiv für Europa „lmpressionistinnen”. Die rund 150 Meisterwerke der Künst lerinnen stammen aus der ganzen Welt. Die Bahn bietet zur Ausstellung „lmpressionistinnen” ein Kultur-Ticket-Spezial an. Das DB-Angebot ist im Umkreis von 300 km gültig für die Hin- und Rückfahrt zum Ausstellungsort und kostet in der 2. Klasse 39 Euro / 1. Klasse 59 Euro pro Person."
B2,"Wenn die Nacht hereinbricht über Burg Wernberg, gehen viele der Touristen schlafen – einige von ihnen tun das an Ort und Stelle: In der Herzoginsuite mit Blick auf die Burgkapelle zum Beispiel, oder in der Fürstensuite, wo Natursteinwände und antike Möbel den staunenden Gast vom Schlaf abhalten. Das ist vielleicht der Nachteil, wenn man in einem Hotel nächtigt, das zugleich Sehenswürdigkeit ist, wie die 1280 urkundlich erwähnte und 1998 komplett res taurierte Burg am Rande des Oberpfälzer Waldes. So gehört bei 20 Ausflugzielen in Bayern die Übernachtung zum Kunstgenuss dazu: Nach „Sightseeing"" kommt „Sightsleeping"". So heißt die junge Hotelmarke, die kunst- und kulturbegeisterte Reisende anlocken soll. Überblick der Hotels unter www.sightsleeping.by"
B2,"Gut ein Drittel dieser Lebensmittel kann gerettet werden. Wer sind wir? Wir sind ein Verein, der sich dafür einsetzt, den Lebensmittelkreislauf neu zu gestalten. Seit unserer Gründung haben wir ein großes Netzwerk von Mitgliedern und Supermärkten in ganz Berlin aufgebaut. Wie funktioniert das? Verschenken, tauschen, verteilen: Nicht nur Supermärkte schmeißen am Ende des Tages noch essbare Lebensmittel in den Müllcontainer. Auch du hast vielleicht zu viel im eigenen Kühlschrank. Dann verschenke diese Lebensmittel, bevor sie verderben. Wie kann ich mitmachen? Registriere dich als „Lebensmittel-Retter“ auf unserer Plattform. Die Stadtkarte zeigt dir Ausgabestellen und Tauschangebote an. Wenn du selbst Lebensmittel verschenken willst, bringe sie während der Öffnungszeiten zu den registrierten Sammelstellen. Die Gemeinschaft Unser Forum bietet die Möglichkeit zum Austausch: • Hilfreiche Tipps für den Einkauf • praktische Rezepte für deine geretteten Lebensmittel • Info-Veranstaltungen • freiwilliger Helfer werden Für Fragen und Anregungen kontaktiere uns über das Kontaktformular."
B2,"Laut einem Bericht des Bundesbildungs ministeriums bekommen Jungen in der Schule schlechtere Noten als Mädchen, auch wenn sie den gleichen Wissensstand haben. Diese offensichtliche Diskriminierung lie ge möglicherweise unter anderem daran, dass das sozial zumeist angepasstere Verhalten der Mädchen in die Note einfließe. Etwas provozierend formuliert: Mädchen bekommen bessere Noten, weil sie braver sind. Insgesamt schneiden männliche Schüler nämlich deut lich schlechter ab als weibliche. So betrage der Jungenanteil an den Hauptschulen 56 Prozent, an den Gymnasien aber nur 46 Prozent. Diese Zahlen belegen, dass Jungen offensichtlich größere Schwierigkeiten in der Schule haben als Mädchen. Was sind nun aber die Gründe dafür? Auffällig ist, dass wegen des hohen Anteils weiblicher Lehrkräfte den Jungen männliche Identifikationspersonen fehlen, die sie oft auch im Elternhaus nicht haben. In den Grundschulen Brandenburgs unterrichten beispielsweise nur 7 Prozent männliche Lehrer, auf alle Schulformen gerechnet sind es gerade einmal 22 Pro zent."
B2,"Mein Großonkel war eigentlich Wirt – er hatte das größte Gasthaus im Ort. Es muss ein fruchtbar verregneter Sommer gewesen sein, als eine Schauspieltruppe zu ihm kam und seinen Gastraum mieten wollte. Um seinen Gästen bei dem schrecklichen Wetter wenigstens etwas Unterhaltung zu bieten, sagte er zu. Die Schauspieler machten ein paarmal ihre Vorstellung, das waren so lebende Bilder, die sie mithilfe eines Projektors zeigten. Nach zwei Wochen waren sie verschwunden, ohne zu zahlen, aber dafür ließen sie immerhin den Projektor zurück. Da er ihn nun schon mal hatte, beschloss mein Großonkel, ihn auch zu nutzen. So wurde das Kino geboren."
B2,"Und hier noch ein wichtiger Veranstaltungshinweis in eigener Sache: Das Popradio wird volljährig! Wir senden jetzt schon seit 18 Jahren und finden: Das muss gefeiert werden! Und zwar ganz groß! Deshalb gibt es am Samstag, den 2. Februar eine Riesenparty in der Zeche Karl in Essen, natürlich mit ganz viel Musik und einem Riesenbuffet. Und das Beste daran: Der ganze Spaß kostet nur 8 € pro Person! Und wer uns zum Geburtstag eine lustige Geschichte über den eigenen 18. Geburtstag schickt, bekommt für sich und eine Begleitperson sogar Freikarten! Die beste Geschichte wird prämiert! Also dann bis bald!"
B2,"Anstelle von Stift und Papier ziehen die Sechstklässler allerdings Tablets aus ihren Rucksäcken. Ein ungewohntes Bild, dennoch ganz im Zeichen der Bildungspolitik, die schon seit Langem das digitale Klassenzimmer als Zukunftschance deutscher Schulen einfordert. Die weiterführende Schule investiert seit einigen Jahren in den Ausbau der digitalen Lernumgebung. Schülerinnen und Schüler bearbeiten interaktive Tafelbilder, erstellen eigene Videos oder Arbeitsblätter und lernen mithilfe von E-Books und Lern-Apps. Für seinen Englischunterricht hat Lars Neier ein eigenes Projekt ins Leben gerufen. Um den Austausch zwischen Lernenden von Fremdsprachen zu stärken, kooperiert die sechste Klasse mit einer Schule in Neuseeland. „Der Fremdsprachenunterricht lebt von Kommunikation“, sagt Lars Neier. „Wir bringen immer zwei Schüler zusammen, die dann eine digitale Brieffreundschaft starten. Die Schüler unterhalten sich auf Englisch und auf Deutsch über E-Mail oder Chat. Den Lernerfolg halten sie in einem digitalen Lerntagebuch fest.“"
B2,"Mit diesen drei Tipps können Sie im Alltag, auch ganz ohne hochmoderne Geräte, umweltfreundlich agieren. Bereits bei der Wohnungseinrichtung kann ein Meilenstein gelegt werden. Setzen Sie auf heimisches Holz, z. B. Eiche, das nicht tausende von Kilometern gereist ist. Die Nachfrage an Holz aus tropischen Regenwäldern – wie zum Beispiel Mahagoni oder Teak – ist zwar hierzulande sehr groß, mit jedem Kauf eines Einrichtungsstücks aus Tropenholz unterstützen Sie aber auch die Abholzung der Regenwälder. Schaffen Sie ein angenehmes Raumklima. Die optimale Raumtemperatur in Schlafräumen beträgt gerade mal 18 Grad. Es ist nachgewiesen, dass sich diese Temperatur positiv auf die Schlafphasen auswirkt. Wasser Marsch bei der Körperpflege: Das ist die Devise in vielen Haushalten. Drehen Sie beim Zähneputzen den Wasserhahn zu und verzichten Sie auf das tägliche Vollbad. Beim Einseifen unter der Dusche können Sie ebenfalls sparen, indem Sie das Wasser kurzzeitig abdrehen."
B2,"Als Anton (33) und Vicky (34) Bachmann den Kindergarten in ihrem Stadtteil in Berlin betraten, glich die Situation einem Bewerbungsgespräch mit 100 Mitstreitern. Die zwei jungen Berufstätigen haben sich allerdings nicht um einen Job im Kindergarten beworben, sondern wollen einen Kindergartenplatz mit Nachmittagsbetreuung für ihre Tochter Mia. „Es ist unglaublich, was man alles vorlegen und tun muss, um überhaupt eingeladen zu werden“, beschreibt Anton Bachmann verzweifelt. Die Familie möchte, wie so viele, natürlich nur das Beste für den Nachwuchs: Integrierter Englischunterricht, digitale Lernumgebung um alle Weichen für den „Digital Native“ zu stellen und der Kindergarten selbst muss natürlich auch schick von außen und innen aussehen. Laut einer aktuellen Statistik waren zwar Anfang des Kalenderjahres knapp 4000 Kindergartenplätze in Berlin frei, allerdings handle es sich hierbei um Einrichtungen, die entweder nicht gefragt oder als unbeliebt – aufgrund des Stadtteils – gelten, verkündete ein Sprecher der Jugendverwaltung."
B2,"Wenn die Milch leer ist, schlägt der Kühlschrank Alarm und macht automatisch eine Notiz auf der digitalen Einkaufsliste. Erstaunlich, aber möglich! Die Zukunft gehört den intelligenten Wohnungen. Intelligentes Wohnen – oder auch engl. „Smart Home“ – bezeichnet technische Systeme in Wohnräumen, die nicht nur die Wohn-, sondern auch die Lebensqualität steigern. 30 % der Deutschen zwischen 20 und 40 Jahren haben das Eigenheim bereits vernetzt und steuern Abläufe wie beispielsweise die Heizung oder Lampen über das Smartphone. Die Möglichkeiten erscheinen fast grenzenlos. An Ideen mangelt es den Zukunftsvisionären auch nicht. Sie denken sogar an alle Bereiche der Industrie. So wurden bereits Prototypen von sprechenden Spiegeln im Badezimmer, die bei der Schönheitspflege helfen, entwickelt. Was aber braucht der Nutzer und was sind nur sinnlose Spielereien? Eine Frage die sich auch das Deutsche Forschungszentrum gestellt hat."
B2,"Die Luft bleibt weg, die Hände werden kalt und feucht, ein erhöhter Herzschlag. Das alles sind Symptome einer Volkskrankheit: Phobie, die extreme Angst vor Objekten oder Situationen. Ob Höhen- oder Flugangst, Angst vor engen Räumen oder Spinnen; Angstzustände sind keine Seltenheit, sondern nehmen laut einer aktuellen Studie tendenziell zu. Um dieses angelernte Verhalten, z. B. die Angst vor Achtbeinern, gezielt wieder zu verlernen, setzen Therapeuten auf eine neuartige digitale Konfrontationstherapie. Mithilfe von Virtual-Reality-Brillen, speziellen 3-D-Brillen, tauchen Patienten in eine virtuelle Welt ein, in der sie mit ihrer persönlichen Angst konfrontiert werden. Die Objekte und Situationen werden zwar durch den Computer simuliert und sind nicht echt, die Angst ist allerdings real. Patienten mit Höhenangst finden sich auf einem Hochhaus wieder, Patienten mit Platzangst im engen Fahrstuhl. Gegenüber der traditionellen Konfrontationstherapie hat die virtuelle Realität große Vorteile:"
B2,"Darunter verstehen sich bis zu fünf Urlaubstage zusätzlich zum normalen Urlaubsanspruch, die der Arbeitnehmer für eine Weiterbildung erhält. Bis auf Bayern und Sachsen ist der Bildungsurlaub in allen Bundesländern gesetzlich festgelegt. Eine Freistellung ist aber keineswegs mit einer Kostenübernahme gleichzusetzen. Der Arbeitgeber bezahlt das Seminar nur, wenn dies in einer Klausel im Arbeitsvertrag festgelegt wurde. Das ist vielen Berufstätigen aber egal. Den Wunsch, Neues zu erlernen, machen laut einer aktuellen Studie Arbeitnehmer immer häufiger zur Priorität. Die eigene Weiterentwicklung trägt somit zur Zufriedenheit am Arbeitsplatz, neben den altbekannten Faktoren wie z. B. Gehalt oder Wertschätzung, bei. Dabei stellen sich Berufstätige oft die Fragen „Wie kann ich fachlich mithalten?“ oder „Wie mache ich mich durch meine Fähigkeiten unentbehrlich?“. Viele Unternehmen geben eine interne Antwort auf diese Fragen, indem sie einen dicken Seminarkatalog einführen, aus dem Weiterbildungen ausgewählt werden können."
B2,"Die besten Abenteuer- und Outdoorsportfilme! Auch in diesem Jahr tourt unser Team durch Europa. Nachdem wir uns letztes Jahr dem Element Wasser gewidmet haben, nehmen die diesjährigen sechs kurzen Dokumentationen ein anderes Extrem in den Blick. Sei dabei und sichere dir dein Ticket für atemberaubende Naturaufnahmen. Hier gibt es einen kleinen Vorgeschmack auf das, was dich erwartet: „Achttausender im Fokus“ – ein Film von Bart Ipsen Die „Expedition 8000“ verfolgte ein großes Ziel: Drei Berge über 8000 Meter und das in Rekordzeit. Das Team von drei Bergsteigern um Lasse Petersen wagt das bisher Unmögliche. Ob die Gruppe die Besteigung der drei imposanten Berge Annapurna, Manaslu und Lhotse schafft?"
B2,"Ob Pflanzenheilkunde, Akupunktur oder Homöopathie: Immer häufiger wird die Schulmedizin mit alternativer Medizin kombiniert. In Deutschland vertrauen rund 60 % der Patienten auf Komplementärmedizin, also ergänzende Methoden zur Behandlung von meist leichten oder chronischen Erkrankungen. „Der Körper heilt so auf natürliche Weise”, erklärt Dr. Eva Beckmann, Fachärztin für Allgemeinmedizin und Naturheilpraktikerin. Dr. Beckmann weiß die Kraft der Natur zu schätzen. Ihre Gemeinschaftspraxis bietet seit Neuestem auch kosmetische Behandlungen mit Naturprodukten an. „Wir setzen auf eine ganzheitliche Behandlungsmethode: Heilung von innen und von außen“, so Dr. Beckmann. Finden Sie den/die Naturheilpraktiker/in in Ihrer Nähe über den Fachverband Deutscher Heilpraktiker e. V. Für weitere Informationen klicken Sie hier."
B2,Für den Urlaub auf dem Campingplatz oder in der Wildnis benötigt man die richtige Ausrüstung. Dazu gehört auch die Unterkunft: Das Zelt. Die Gewinner unseres Vergleichstests haben wir für Sie zusammengefasst. Platz 3 sicherte sich der Hersteller bunte wildnis. Hier stimmt das Preis-Leistungsverhältnis. Lediglich in der Kategorie Aufund Abbau gab es Punktabzug. Platz 2 ging an die Marke berggefühl. Vor allem die 4-Personen-Zelte konnten hier mit viel Platz und Komfort überzeugen. Platz 1 gewann mit knappem Vorsprung freiluft. Der Hersteller sammelte mit seinen Produkten in allen fünf Kategorien die meisten Punkte. Zum Online-Shop der Anbieter geht es hier.
B2,"Blüte an Blüte, dazwischen etwas Grün, bis der Strauß voll und bunt aussieht. Olaf Jensch ist Florist mit Herz und Seele. Die Blumenkreationen des ehemaligen Veranstaltungskaufmanns haben Wiedererkennungswert. Wie es zum Karrierewechsel kam? Nach jahrelanger Organisation von Events war Olaf Jensch vom vielen Stress erschöpft. Entspannung fand er im Garten seiner Großmutter, die ihm zeigte, wie man Blumensträuße und prachtvolle Gestecke zusammenstellt. „Aus meinem Hobby wurde plötzlich mehr.“ Seine schönsten Kreationen stellt Jensch in seinem neu erscheinenden Ratgeber „Blumen für den schönsten Tag im Leben“ vor."
B2,"Sauberkeit und Hygiene sind im Haushalt wichtig. Das Angebot von Reinigungsmitteln im Supermarkt wächst kontinuierlich. Reinigungsmittel helfen uns zwar, Oberflächen und Böden zu reinigen, können aber auch unerwünschte Nebenwirkungen haben wie z. B. Hautirritationen oder Allergien. Hier kommt die Wunderwaffe Natur ins Spiel. Die Naturprodukte heilen nicht nur, machen Haut und Haar in Form von Pflegeprodukten und Kosmetika schöner, sondern sind auch bei der Hausarbeit kleine Helfer und das ganz ohne allergische Reaktionen. Viele Drogerien und Supermärkte haben die Marktlücke bereits erkannt und bieten alternative Produkte an. Wo Sie in Ihrer Umgebung natürliche Reinigungsmittel kaufen können, finden Sie unter folgendem Link."
B2,"Hallo Leute. Seid ihr auch begeisterte Kletterer, Skifahrer oder Wanderer? Dann tretet doch unserer Gruppe bei und lasst euch über aktuelle Touren informieren. Wir sind internationale Leute, die in München wohnen und gerne im Freien unterwegs sind. Mit dabei sind unsere erfahrenen Bergsteiger Tim und Elisa, die viel Erfahrung beim Campen und in der Bergrettung mitbringen. Unsere privat organisierten Bergtouren finden meist Samstag und Sonntag statt, da die meisten hier in dieser Gruppe berufstätig sind. Schreib uns eine Nachricht oder poste Ideen für eine Tour zur Diskussion. Wir freuen uns auf dich!"
B2,"Heutzutage gibt es eine Vielzahl von Plastikprodukten und -verpackungen für den einmaligen Gebrauch und diese verschmutzen zunehmend die Umwelt. Riesige Mengen an Kunststoff werden weltweit genutzt und anschließend weggeworfen. Laut EU-Kommission entstehen allein in der EU jedes Jahr rund 26 Millionen Tonnen Plastikmüll, weniger als 30 Prozent davon werden zur Wiederverwertung gesammelt. Der weitaus größere Teil landet entweder auf großen Mülldeponien oder in der Umwelt. Die EU möchte dieser gefährlichen Tendenz, die zunehmend Konsequenzen für die Umwelt weltweit hat, entgegenwirken und Plastik einschränken. Ein Anfang ist mit den kostenpflichtigen Plastiktüten gemacht worden. Einmaltüten müssen an der Kasse gekauft werden. Kunden sollen stattdessen eigene Stoffbeutel für ihre Einkäufe mitbringen. Bei der Aktion machen in Deutschland mehr als 350 Unternehmen mit, u. a. deutschlandweite Supermarktketten, große Elektronikgeschäfte und Modehäuser. Seitdem Plastiktüten kostenpflichtig sind, ist der Verbrauch gegenüber dem Vorjahr um 33 Prozent gesunken."
B2,"Berufseinsteiger unterzeichnen in den meisten Fällen einen befristeten Arbeitsvertrag bei ihrem ersten Arbeitgeber. Dies trifft vor allem Personen zwischen 15 und 24 Jahren. Der Deutsche Gewerkschaftsbund bezeichnet diese Entwicklung als ein „Massenphänomen“. Dabei zeigt sich, dass dieses Phänomen branchenabhängig ist: Häufig sei der Arbeitsvertrag mit Befristung in kulturellen Berufszweigen, im öffentlichen Dienst oder an Hochschulen zu finden. Digitalisierung an den Schulen: Der Ausbau des WLAN-Netzes sowie die Anschaffung neuer Computer und Laptops wird an deutschen Schulen immer stärker gefördert. Die digitalisierte Lernumgebung für Schülerinnen und Schüler sei ein wichtiger Schritt in Richtung Zukunft und mache deutsche Schulen im internationalen Vergleich wieder wettbewerbsfähig. Kritiker betonen, dass die Digitalisierungsdebatte nicht auf die benötigte Medienkompetenz eingehe. Sie fordern nicht nur die Bereitstellung digitaler Medien, sondern auch gleichermaßen Informatikunterricht für alle. Stuttgart: Auf der A8 ereignete sich gestern in der Nähe der Messe Stuttgart ein Auffahrunfall."
B2,"Moderator: Liebe Hörerinnen und Hörer. Danke, dass ihr wieder zu unserer Sendung „Leute aus Berlin hautnah“ eingeschaltet habt. In unserer Sendung stellen wir euch jede Woche eine Person aus der Hauptstadt vor. Diese Woche ist Eva Küpper bei uns im Studio. Frau Küpper, erzählen Sie unseren Zuhörerinnen und Zuhörern doch kurz, was Sie machen. Eva Küpper: Ja hallo, ich bin Sportlerin von Beruf. Ich laufe Ultramarathons. Moderator: Mhh, ich glaube, das müssen Sie uns genauer erklären. Eva Küpper: Gerne. Die Laufstrecke „Marathon“ ist glaube ich jedem ein Begriff. Bei einem Marathon legen die Läufer eine Distanz von 42,195 km zurück. Ein Ultramarathon wiederum ist ein offizieller Lauf über eine Strecke, die länger als die Marathondistanz ist. Das lässt sich ganz einfach am Wortursprung „ultra“ erklären. Das Wort „ultra“ kommt aus dem Lateinischen und bedeutet „jenseits, über“. Also alles, was über 42,195 km hinausgeht, wird als Ultramarathon bezeichnet."
B2,"Sie sind über das Wochenende in Berlin und möchten die Stadt erkunden. Da hören Sie folgenden Tipp im Radio: Sie möchten Berlin sportlich erkunden? Lernen Sie Deutschlands Hauptstadt auf dem Fahrrad kennen: „Berlin auf zwei Rädern“ zeigt Ihnen Berlins schönste Seiten. Radelnd steuern wir viele der bekanntesten Sehenswürdigkeiten der Stadt an: Von der Museumsinsel, an der Mauer entlang, durch den Tiergarten bis zum Brandenburger Tor. Unsere kompetenten Guides begleiten Sie durch Berlins Geschichte. Ein straßensicheres Fahrrad sowie Fahrradhelm und Mittagsverpflegung sind im Preis mit inbegriffen. Die geführten Radtouren sind individuell, mit dem Freundeskreis, oder auch als Betriebsausflug buchbar.
"
B2,"Das Rollenbild befindet sich im Wandel: Oft geht der Wunsch nach einer partnerschaftlichen Aufteilung der Familienarbeit von uns Männern aus. Da steht uns jedoch die gängige Praxis in Deutschland im Wege, denn es besteht nach wie vor eine große Ungleichheit bei der Kinderbetreuung und Erwerbstätigkeit. Ich persönlich lehne die Rolle als Familienoberhaupt und Ernährer ab und beschäftige mich viel mehr mit meinen Kindern, als mein Vater das mit uns getan hat. Gern hätte ich noch mehr Zeit für meine Söhne. Aber so einfach ist das nicht. Wenn ich mich dafür entscheiden würde, für drei Jahre eine Auszeit von meinem Job zu nehmen, um mich um meine drei Kinder zu kümmern, dann wäre das ein Problem. Zum einen könnte ich nach meiner Rückkehr in die Firma nicht einfach meine Karriere fortsetzen. Zum anderen würde man mir seitens der Geschäftsführung vielleicht sogar vorwerfen, nicht motiviert genug zu sein."
B2,"In meiner Familie bin ich die Hauptverdienerin und ich verdiene sehr gut. Mein Mann kümmert sich mehr um die Kinder als ich. Deshalb arbeitet er auch nur halbtags. Den Haushalt führt er ebenfalls. Jeder sollte sich selbst aussuchen dürfen, wie er leben möchte. Das ist Gleichberechtigung für mich. Es ist doch egal, ob es Hausfrauen oder Hausmänner gibt. Hauptsache jeder fühlt sich wohl. Selbstverständlich sehe ich aber auch, dass es außerhalb von Großstädten schwierig ist, die Rollenklischees aufzubrechen. Hier lastet sowohl auf den Männern als auch auf den Frauen ein großer Druck, den Klischees zu entsprechen. Selbst in unserer Familie schütteln einige Verwandte den Kopf über uns. Allerdings sehe ich nicht ein, dass ich ständig unsere Lebensweise verteidigen muss. Ich zwinge ja niemanden so zu leben wie wir."
